path,size_bytes,sha256,outcome,doc_id,community,category,pre_screen_doc_type,pre_screen_confidence,pre_screen_reasoning,existing_id,email_subject,email_from,email_date,error
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\20034 Juniper Berry Drive.docx",165314,,skipped_filetype_unsupported,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\Claim Notes.pdf",453183,6f60c6bc047f99cd1799c1b71b63d2a8fece9a48245629e35d7af42ff69c825a,skipped_not_relevant,,,,third_party_insurance_claim,high,This is Root Insurance claim correspondence for an uninsured policyholder (not Waterview Estates); the claim was cancelled for non-payment in December and does not relate to Waterview Estates HOA operations or property.,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\Crash Report.pdf",1501726,8db57d7e5ee4ca6b9bf4f7c1af206b7944f54f379a30e81d0aeecc0c6667a948,dry_run_would_upload,,,,claim_evidence,high,Texas Peace Officer's Crash Report filed in the '2024 Tennis Court Claim' folder is direct evidence supporting the HOA's damage claim against the at-fault party; third-party police documentation belongs in the claim file.,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0814 - Copy.jpg",9040810,,skipped_filetype_irrelevant,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0814.jpg",9040810,,skipped_filetype_irrelevant,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0815.jpg",9358893,,skipped_filetype_irrelevant,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0816.jpg",7326291,,skipped_filetype_irrelevant,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0817.jpg",5667262,,skipped_filetype_irrelevant,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0818.jpg",4544519,,skipped_filetype_irrelevant,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0819.jpg",7238984,,skipped_filetype_irrelevant,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0820.jpg",5694299,,skipped_filetype_irrelevant,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0821.jpg",6587425,,skipped_filetype_irrelevant,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0822.jpg",5839164,,skipped_filetype_irrelevant,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0823.jpg",6459468,,skipped_filetype_irrelevant,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0824.jpg",5167765,,skipped_filetype_irrelevant,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0825.jpg",5822086,,skipped_filetype_irrelevant,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0826.jpg",3326073,,skipped_filetype_irrelevant,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0829.jpg",3101686,,skipped_filetype_irrelevant,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0830.jpg",4998713,,skipped_filetype_irrelevant,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0831.jpg",7854047,,skipped_filetype_irrelevant,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0832.jpg",6600905,,skipped_filetype_irrelevant,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0833.jpg",3385363,,skipped_filetype_irrelevant,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0834.jpg",5473225,,skipped_filetype_irrelevant,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0835.jpg",5888199,,skipped_filetype_irrelevant,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\FW_ Video of Accident .msg",2413,5e2b85857e19e3ada40a8255fa92990bb3b00cb48b683a22180f6f3c11cb918b,dry_run_would_upload,,,,claim_evidence,high,"Email chain forwarding accident video (Video_88768589.mp4) to support the '2024 Tennis Court Claim' matter; third-party documentation (Breanna Acevedo's video share) is HOA claim evidence belonging in the claim file, consistent with folder context.",,FW: Video of Accident,Ashleigh Pace,"Thu, 15 Feb 2024 22:35:18 GMT",
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Acacia.pdf",581157,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Baldwin Elm.pdf",2343651,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Banyon Oak Ct.pdf",338045,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Beech Fern Drive.pdf",889116,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Bellflower Glen Dr.pdf",426047,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Brookwood Hollow.pdf",657436,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Buckeye Pass.pdf",451589,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Camelia Evergreen Lane.pdf",456049,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Cape Clover Trail.pdf",445908,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Dahlia Brook Way.pdf",444450,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Elderberry Arbor.pdf",1076115,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Emory Mill Road.pdf",150357,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Flax Flower Dr.pdf",538236,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Fledgling Trail.pdf",412643,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Fossil Stone Lane.pdf",504343,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Gable Crossing Road.pdf",376406,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Hickory Harvest Dr.pdf",1025591,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Jay Thrush Drive.pdf",889630,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Juniper Berry Drive.pdf",536142,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Juniper Chase Drive.pdf",663358,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Lark Orchard Way.pdf",224010,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Larkspur Landing.pdf",971973,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Lily Pad Way.pdf",328647,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Linden Spruce Lane.pdf",1029613,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Magnolia Sky Drive.pdf",541207,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Millwood Pass Circle.pdf",473606,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Moss Bark Trail.pdf",389502,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Nandina Knoll.pdf",631155,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Norfolk Way.pdf",464119,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Pemetic Trail.pdf",699488,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Pemetic Trail2.pdf",139314,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Persimmon Pass.pdf",195754,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Pond Arbor Path.pdf",71125,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Quill Rush Way.pdf",429534,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Redwood Tree St.pdf",348957,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Roycroft Lane.pdf",286839,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Sagebrush Cove.pdf",326598,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Silktail Court.pdf",432050,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Spring Sunrise.pdf",512224,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Stable Meadow.pdf",1706806,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Sweetspire Ridge.pdf",453145,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Travertine Point.pdf",654961,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Treemont Fair Drive.pdf",84985,,skipped_excluded_subfolder,,,,,,,,,,,
