path,size_bytes,sha256,outcome,doc_id,community,category,pre_screen_doc_type,pre_screen_confidence,pre_screen_reasoning,existing_id,email_subject,email_from,email_date,error
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\20034 Juniper Berry Drive.docx",165314,,skipped_filetype_unsupported,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\Claim Notes.pdf",453183,6f60c6bc047f99cd1799c1b71b63d2a8fece9a48245629e35d7af42ff69c825a,skipped_not_relevant,,,,third_party_insurance_claim,high,"This is Root Insurance's internal claim notes for policy holder Root Insurance (not Waterview Estates), documenting an uninsured policy cancellation unrelated to any Waterview Estates HOA matter; the folder path indicates a 2024 Tennis Court Claim, but this document does not pertain to that claim or property.",,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\FW_ Video of Accident .msg",2413,5e2b85857e19e3ada40a8255fa92990bb3b00cb48b683a22180f6f3c11cb918b,uploaded,249c75df-4ed5-4578-8471-a3fe0d2e9710,,other,claim_evidence,high,Email forwarding a video of an accident to support the 2024 Tennis Court Claim file; the video is incident evidence directly related to the HOA's damage/liability claim matter.,,FW: Video of Accident,Ashleigh Pace,"Thu, 15 Feb 2024 22:35:18 GMT",
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0814 - Copy.jpg",9040810,,skipped_filetype_irrelevant,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0814.jpg",9040810,,skipped_filetype_irrelevant,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0815.jpg",9358893,,skipped_filetype_irrelevant,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0816.jpg",7326291,,skipped_filetype_irrelevant,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0817.jpg",5667262,,skipped_filetype_irrelevant,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0818.jpg",4544519,,skipped_filetype_irrelevant,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0819.jpg",7238984,,skipped_filetype_irrelevant,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0820.jpg",5694299,,skipped_filetype_irrelevant,,,,,,,,,,,
